id,name,new_id
402449106435352,Josh Marks,386
368969274888,Blue Ribbon Restaurants,473
765596333518863,Pat Neely,1
136870209668885,La Griglia,542
840078802741859,Jose Garces,189
1189829367698904,Zac Kara,454
215489785145883,Big Fish Seafood Bistro,158
433538630049239,Tom Aikens,248
146652628707081,The Habit Burger Grill,537
284470611661731,Chef Sheldon Simeon,293
168915784243,Ochikeron,171
178418212291848,Taco Bell Cyprus,485
215200481848118,Christophe Michalak,258
133057950088963,Peohe's,534
274142849334913,Destino Ibiza,500
207168969380470,KFC,194
678736412139674,Chef Shirley Chung,34
1481604538744306,Doug Adams,465
125961667571000,משה שגב / Moshe Segev,562
343048765743868,Angel Leon Gonzalez,511
194555017235078,Ben Ebbrell - Sorted Chef,201
29803936348,Dick's Drive In Restaurant,188
456610207704498,John Whaite,440
58711572016,Andy Luotto,484
277604159038202,Antonino Cannavacciuolo,240
234846616561407,Charley's Crab,533
39971549934,Anne-Sophie Pic,235
262277306677,Hilah Cooking,82
104798256222884,Taco Bell Costa Rica,212
259336007835,Chef Robert Irvine,35
1464793886928228,Nutella Cafe Chicago,19
197920933585417,Grand Concourse,154
212957268744033,Domino's Pizza,334
357224131062,Chef Lorena Garcia,148
252467981545409,James Martin,599
72558494982,Domino's Pizza,382
192571900797733,Nando's,230
417099964989484,Roy Yamaguchi,7
218418924865389,Susan Feniger,576
50245567013,McDonald's,164
150691824951210,Al Brown New Zealand Chef,594
8838497581,Veggie Grill,396
107414109311808,Domino's Pizza,284
206755716014323,McDonald's,63
161367560702495,Franklin Becker,160
145617558787944,McDonald's,573
133459986673901,Éric Frechon,61
425805157498901,KFC,25
388983464500591,The Edgy Veg,409
117754781604926,Domino's Pizza,329
71011774235,Zoёs Kitchen,211
123266741018020,Chef Mark Garcia,434
194299980614329,Dunkin' Donuts,218
231313200281126,McDonald's,480
1434751570156517,Chef Claudia's Cocina,309
130056317045746,McDonald's,313
154163310815,Alex Guarnaschelli,56
166669486848451,Hari Ghotra,138
115410151325,Nando's,591
250597638322823,Vicky Ratnani,202
17048584270,Boston Market,14
117957401561859,Bobby's Burger Palace,246
585988254834156,Chef Guy Martin,462
193699994043283,Pablo Massey,290
10150097174480584,McDonald's,518
217024638370157,Burger King Thailand,106
164821196869143,Dunkin' Donuts,477
1472270066392718,McDonald's Deutschland Karriere,504
79667539019,McDonald's,335
571674656205968,Michael White,355
359590760785604,Lillie's Asian Cuisine,33
125443352176,Aquarium Restaurant - Nashville,496
265419893559536,Manu Feildel,62
180075038851878,맥도날드 (McDonald's),255
1591862771082076,Camille Becerra,325
292015340391,KFC,276
196174093744642,Whataburger,153
443201075799215,Jumia Food,362
243819455670327,Big Fernand,10
349650589160,Karlos Arguiñano,460
149277571810173,Karen Martini,282
445586388832090,Ogro Jimmy,567
1850476678511558,Chili's Tunisie,304
149050278582302,Magnum,5
58615925843,Carrabba's Italian Grill,339
300546993354858,Domino's Pizza,21
614421765278894,Susur Lee,320
117703431630321,Cook with Chef Duminda,464
324273577645211,KFC,51
82813671947,Roblé,156
217143131642360,KFC,149
418444871547402,Brooke Williamson,155
317226888480409,René Redzepi,505
184320178272923,Cadillac Bar Kemah,209
317645628279536,Fast Ed,236
309265085783080,Cesare Casella,324
173790365966710,Nando's,527
