id,days,mature,views,partner,new_id
43622128,1910,False,2002,False,1076
32314097,2273,True,1885,False,1090
112985248,998,False,14538,False,633
54595718,1738,True,8541,False,2238
72920173,1461,False,49854,False,1662
64480092,1574,True,5735,False,464
66103338,1550,True,37236,False,1103
46262362,1906,False,1596,False,1131
44862199,1943,True,7017,False,1478
143803289,629,False,4144,False,489
27185730,2475,False,413418,False,2467
118873680,937,False,4230,False,4133
43223998,1970,False,29549,False,3892
116886173,959,True,7352,False,1436
108386286,1047,False,281370,True,3226
55495866,1721,False,1008,False,1704
100272539,1147,True,6693,False,1292
46005692,1909,True,13100,False,1605
102691286,1118,True,151066,False,1981
61383019,1517,False,3960,False,196
129720054,818,False,59162,False,4232
55823083,1704,False,2579,False,1473
75505340,1423,False,19528,False,3654
75509026,1419,True,2202,False,1751
35650958,2241,False,46806,False,3034
174295378,391,False,4807,False,1258
78514379,1357,False,8028,False,1192
45179174,1935,False,11292,False,155
52687077,1772,True,36580,False,2288
52351956,1777,False,8137,False,3090
104194331,1077,False,2635,False,147
140303111,671,True,967,False,302
162762288,465,False,26058,False,1911
65664584,1560,False,41448,False,2993
151178595,569,True,5005,False,1793
24557004,2596,False,894923,False,2926
96961426,1176,True,11691,False,485
90062879,1259,True,3243,False,2908
127550452,841,False,1498977,True,536
126032241,416,True,686,False,3419
59982738,1656,False,192013,False,2879
38488953,2127,True,7983,False,2117
138562900,709,False,14228,False,3788
35642220,2241,False,13837,False,3705
94342638,1206,False,12037,False,1868
114563436,978,False,11113,False,765
65414821,1564,False,4868,False,899
56028695,1713,False,52653,False,1893
76928985,1402,False,213107,False,3536
76120403,1414,False,10030,False,183
148535048,591,False,1937,False,3097
98920810,1158,True,7169,False,1268
112054630,1008,False,7992,False,2349
47568600,1859,False,11686,False,3797
100428289,1133,False,565,False,3796
81654880,1348,False,63534,False,2743
63187140,1600,True,118198,False,1188
191253422,267,False,13672,False,1573
50084347,1826,True,91234,False,3497
77838683,1385,True,5721,False,3405
39037094,2099,False,462,False,2679
43564820,1966,False,14373,False,4250
48929878,1855,True,34959,False,3844
38253132,2135,True,6009,False,1848
113572151,994,False,33917,False,3382
138474675,710,False,43561,False,3820
47634857,1884,True,81335,False,3449
122367271,904,False,63810,False,919
140670858,682,False,40699,False,3164
96405887,1183,False,4831,False,1281
145693835,624,True,6250,False,3881
133829589,769,False,7065,False,2671
133492901,774,False,39776,False,495
167095319,436,False,6722,False,1617
42777431,1997,False,2991,False,3515
99766319,1150,False,35439,False,2196
72555196,1455,False,144653,False,54
59333452,1662,False,33214,False,3685
54740008,1736,True,22405426,True,568
93189499,1220,False,24833,False,2884
23649817,2631,False,13296,False,2773
151583296,504,False,463,False,4010
81307249,1351,True,8815,False,876
91670993,1238,False,3222,False,1328
150340669,578,False,950512,True,578
50306174,1819,False,11712,False,3873
39303191,2098,False,9457,False,2242
46342069,1909,True,17678,False,4340
98455005,1161,False,86651,False,1861
93755331,1213,False,10718,False,3204
50585650,1814,False,65198,False,25
40026492,2055,False,7127,False,205
120057183,928,False,1614,False,1789
50673275,1811,False,7793,False,3016
162139408,462,False,1126,False,1743
153596834,533,False,21937,False,2646
179341649,350,True,17165,False,1257
122480896,901,False,4281,False,1216
72005246,1476,False,10494,False,3017
111353451,971,False,2576,False,3020
87615583,1286,True,20541,False,1134
75624782,1420,True,9937,False,2337
99746023,1144,False,6169,False,734
149684811,584,False,3751,False,320
61592692,1558,False,2147,False,2754
137633330,720,False,297840,True,4115
112258667,1006,False,6849,False,1949
132366004,787,False,2003,False,4192
141416130,671,False,8535,False,3059
197671992,233,False,21354,False,3824
76625740,1406,False,60786,False,3127
55930411,1714,False,6518,False,1906
55248944,1673,True,4959,False,1108
78288733,1383,False,47931,False,3138
99171303,1153,False,1068,False,997
60311520,1650,False,12721,False,1065
138794665,706,False,324535,True,3043
76931872,1402,True,2524,False,1720
36772207,2195,False,118400,False,520
179834823,341,False,1444,False,2143
116726405,959,False,56776,False,4257
124118786,882,False,12173,False,946
142338853,662,False,2923,False,1503
28081485,2438,True,11864101,True,3981
98269723,1153,False,8930,False,3519
70155921,1505,False,453940,True,4171
42589277,2002,True,6576,False,248
68550603,1525,True,37892,False,4354
222001877,150,True,3281,False,3623
44052121,1963,False,35860,False,3173
43353497,1800,False,764,False,761
72308563,1465,False,3400,False,3133
92690071,1226,False,103130,False,3035
53524709,1757,True,19571,False,3339
100447542,1136,False,1426,False,278
51912452,1785,False,7455,False,4240
119963087,927,False,1107,False,2460
65168462,1568,False,143051,False,3475
151135380,569,False,6757,False,688
144893228,634,False,121814,False,700
15569644,2950,False,3300,False,2549
47291178,1875,False,2793,False,409
46521201,1886,False,1240,False,3708
85027393,1310,False,4345,False,4091
46250738,1684,True,3738,False,3643
183650432,317,False,3849,False,1151
25204391,2559,True,10686,False,3041
88691518,1275,False,147179,False,2620
100565906,1144,False,32809,False,2736
92634057,1224,False,1748,False,3759
41939376,2021,False,5258,False,2384
75555245,1422,True,2426,False,1364
96826397,1178,True,42069,False,3313
102795878,1113,False,5241,False,1403
119654839,932,False,77386,False,1311
122070427,907,False,17510,False,224
26363757,2506,True,101144,False,998
51328413,1797,False,71078,False,2904
29167204,2396,False,17227,False,1945
114702566,982,False,7792,False,720
26559811,2497,False,5230,False,711
81524508,1349,False,42251,False,3107
160968274,477,False,4087,False,1933
39635366,2087,False,4557540,True,3484
144905933,632,False,10506,False,3065
114301790,986,False,146545,False,3697
72744943,1464,False,23357,False,4375
82384413,1333,False,100662,False,2971
134732776,755,True,5297,False,556
196658531,237,False,5217,False,729
183900670,311,True,1170,False,3783
58432140,918,True,388,False,4280
73477451,1452,True,2474219,True,1779
72904321,1427,False,53420,False,1964
102439380,1120,True,18216,False,3474
83812335,1324,False,39466,False,1199
174017592,391,False,5946,False,1212
127862641,837,False,1235,False,1000
116884448,961,False,9795,False,527
118953594,939,True,8859,False,3015
64113935,1585,False,217563,False,1742
154949802,531,False,2812,False,3311
116425781,956,False,5207,False,576
53373898,1761,False,531103,True,1585
115404816,974,False,9570,False,2182
44906851,1942,False,3764,False,3409
137052070,728,True,921893,False,4334
108167908,1022,False,1957,False,398
92439575,1229,False,3824,False,558
84028012,1322,False,16304,False,1406
86938117,1292,False,6751,False,1621
22846763,2683,True,752756,False,3961
100918285,1140,False,225225,True,550
88238521,1280,False,3870,False,1313
80070057,1364,False,6688,False,774
37837631,2151,False,44875,False,3682
161742691,446,False,862,False,2747
77263984,1397,False,1445978,True,2750
160397082,482,True,9694,False,3105
31089107,2317,False,20143,False,253
72318406,1470,False,5196,False,2511
32906995,2214,False,12854,False,4231
41204256,2041,False,10037,False,3523
74688438,1435,False,63213,False,1042
24470443,2599,True,130255,False,501
58787030,1674,False,41280,False,3388
127855161,837,False,32797,False,1382
100680519,1143,True,361092,True,2649
176152072,228,False,225,False,4094
96187937,1176,False,1928,False,2974
133900385,768,False,43029,False,1136
52310009,1772,False,2058,False,2167
100440529,1122,False,4579,False,3471
152399921,555,False,17771,False,3903
41998308,2019,False,3555,False,2074
172906398,403,False,6222,False,3178
105940834,1075,True,17298,False,994
14198160,2996,False,46838,False,756
84510149,1274,True,4202,False,791
30642364,2316,False,82230,False,2266
114599463,981,False,60969,False,839
50129449,1825,False,18178,False,1374
144613456,637,True,9283,False,261
108522293,1045,False,6681,False,1511
141935973,667,True,323784,True,731
89008028,1267,True,14071,False,1831
172431326,406,False,5305,False,3216
179291366,350,True,3571,False,2598
27954235,2442,False,5832967,True,459
94716392,1198,False,8597,False,3450
24473651,2575,True,10518,False,2362
96637586,1180,False,3823,False,2505
99111348,1155,False,982,False,2387
89147602,1262,False,3871,False,2811
108947006,996,True,1313,False,851
27837463,2247,False,610,False,3296
77109091,1399,True,50383,False,3141
50983262,1805,False,23143,False,2345
52646785,1773,False,624,False,2627
38624842,2122,False,739238,True,2920
99914899,1119,False,942,False,2772
86364154,1296,False,2400,False,2168
42970834,1993,False,621745,True,1999
108910109,933,True,1107,False,833
85089605,1310,False,90416,False,3977
130872493,790,False,2237,False,2781
42383116,2008,False,15670,False,3100
60400086,1636,True,2469,False,256
140849905,678,False,3521,False,2552
27618715,2451,False,14901,False,1823
109111932,1037,True,58467,False,4225
129949803,815,False,25085,False,55
43309970,1955,False,35061,False,3727
27862868,2427,False,29959,False,987
73529070,1451,True,73491,False,3082
93596523,1182,False,20342,False,1540
190109822,273,False,2685,False,3290
93933553,1211,False,63892,False,2164
88524937,1276,False,39614,True,1159
110671341,985,False,1185,False,483
18130715,2879,False,128850,False,952
41507737,2033,True,50402,False,3731
124858692,873,False,1164,False,2334
110170079,1025,False,8844,False,2155
12826356,3059,False,473225,False,3871
64065534,1585,False,7864,False,4379
95458783,1192,False,7156,False,2800
140595525,670,False,15407,False,2335
69676088,1511,False,91842,True,1630
34244570,2248,False,1413978,True,1063
63623030,1581,False,28724,False,2096
65464360,1562,False,5724,False,1102
65888549,1556,False,21564,False,154
45563749,1851,False,19987,False,4300
115764998,972,False,812144,True,1165
71705146,1482,False,91512,False,310
71455098,1450,False,971,False,4221
90396570,1255,False,737947,True,3175
86207934,1296,False,263,False,1842
133300501,776,False,3676,False,143
159767235,489,False,2894,False,3613
116732965,961,True,51269,False,2709
188664211,272,True,3431,False,1289
170160394,422,True,5317,False,2310
135004871,752,False,2609,False,380
103556190,1105,True,18732,False,595
43404621,1980,False,19902,False,1780
118028828,950,True,12460,False,3520
77461960,1394,True,36659,False,3464
81269588,1351,False,6785,False,2688
88692625,1275,False,274037,False,3169
63748942,1590,False,108210,False,3686
163000740,302,False,384,False,2381
122013698,891,False,283,False,2180
89182414,1269,False,293015,False,2274
62376382,1593,True,4232,False,1316
103333737,1108,False,205133,True,2732
76038482,1387,False,1195,False,182
50586524,1814,False,16456,False,490
40292348,2065,False,2253,False,2170
97938243,1163,False,1357,False,486
74678712,1435,False,727316,False,234
90277371,1257,True,10358,False,818
42568888,2004,False,116959,False,1702
100960214,1138,False,454,False,2030
42101166,1986,False,3609,False,1304
81034115,1353,False,13428,False,3719
137192875,726,False,256694,True,776
39358198,2096,False,224857,False,2021
31207549,2294,False,7808,False,2233
76398589,1409,True,26142,False,4382
77452295,1391,False,14814,False,2695
50518871,1786,True,46919,False,3692
37732842,2156,False,29009,False,266
10558045,3160,True,21531,False,3561
61473091,1603,False,78319,False,175
36152384,2220,False,18432,False,580
31093183,2319,False,18532,False,2394
137915810,711,False,9534,False,1826
156618136,518,False,9211,False,1820
141695013,671,True,12832,False,3253
115335021,969,False,4211,False,3922
209469055,197,False,3428,False,4160
25058522,2574,False,1898091,True,3921
87277154,1282,True,827,False,4142
175943273,366,False,992,False,1948
183012472,322,True,8871,False,3574
81229844,1352,False,2799,False,3254
70867207,1492,False,2985,False,3357
66136700,1552,False,2188,False,1416
68864900,1519,True,3439,False,1558
113865039,990,False,751,False,2338
67320694,1539,False,270320,True,3711
55324092,1724,True,2934,False,1840
85535976,1299,False,11399,False,1724
21738013,2737,False,232872,False,3936
90033872,1258,True,23835,False,1998
45802786,1922,False,31224,False,695
24392656,2603,False,165826,True,2668
27781719,2450,False,176927,False,1394
43981618,1965,True,21072,False,3677
59024345,1662,False,7729,False,524
49033405,1853,True,84084,False,602
118082210,943,False,2337,False,1438
40169154,2071,False,35989,False,1993
38338667,2127,False,22641,False,3372
204172830,215,True,3517,False,1897
43630862,1955,False,1343,False,138
62118390,1622,False,80095,False,3494
113982835,987,False,3746,False,4002
42303726,1985,True,863,False,119
43080492,1989,False,5199,False,3673
123981529,884,False,12564,False,2003
29527740,2381,False,3672,False,1990
112567562,1000,False,52785,False,682
39553212,2079,True,505,False,1184
112440849,1004,False,4488,False,2655
185695418,303,True,8278,False,3904
114812177,981,False,153796,False,4222
79322290,1366,True,13779,False,3900
62349761,1617,False,5545047,True,240
84950512,1311,True,2534,False,4084
85441900,1306,False,235185,True,2240
65547785,1561,False,2296,False,1883
48789350,1855,False,7784,False,3144
178406644,357,True,6066,False,674
44130159,1957,False,15847,False,4167
60166079,1649,True,493,False,2138
39788922,2083,False,69632,True,204
137280982,725,True,5302,False,4067
108335538,1048,True,620236,True,2386
86532775,1291,False,6522,False,366
36374045,2210,False,7994,False,2115
74976549,1428,False,2829,False,1753
150756673,570,False,152,False,3975
107653237,1056,False,7385,False,1144
54955433,1700,False,7854,False,3341
167297790,440,True,2981,False,410
55256242,1727,False,6689,False,639
29934706,2364,False,25971,False,605
141420832,674,False,22363,False,1232
107341987,1060,True,4216,False,1169
41107930,2025,False,6768,False,258
121092088,915,True,9736,False,2147
115230227,975,True,28941,False,828
104717035,1089,False,5567163,True,208
154596549,535,False,8223,False,3887
100745288,1139,False,2417,False,2493
121587652,910,True,7703,False,1050
122327382,904,False,11453,False,2341
89073420,1063,False,1233,False,1389
49203652,1834,False,4595,False,1320
83733624,1310,False,5608,False,1668
104258523,1095,False,39453,False,3771
92281479,1231,False,1848,False,3581
50390276,1819,False,6181,False,1651
150222719,578,False,2654,False,3156
30773965,2332,False,928770,True,2533
37931409,2147,False,2408,False,1288
38180963,2139,True,74110,False,3280
54933395,1733,False,60897,False,3170
48164614,1862,False,27,False,3527
170508841,419,True,7303,False,301
91658558,1239,False,166840,False,3386
20632757,2790,False,3559973,True,528
215373812,176,True,4438,False,3229
47047374,1896,False,122854,True,384
38194173,2139,True,7938,False,1607
130185842,810,False,32501,False,2513
69240035,1513,False,23991,False,663
112762980,984,False,16858,False,51
127983787,829,True,19648,False,86
46352726,1869,False,4849,False,1260
80575960,1359,False,6818,False,2566
52935123,1755,True,1106,False,621
88050952,1282,False,15539,False,1912
73674054,1448,False,6654,False,1775
123364886,892,True,222015,False,830
114514202,984,True,573149,True,3368
95147768,1197,False,90713,False,3089
51868739,1787,False,8066,False,2727
71745774,1481,False,24216,False,759
40592416,2039,True,1668,False,563
21802540,2735,True,104155193,True,2824
88366939,1279,False,2297,False,3810
52405771,1777,False,978059,True,823
74988878,1431,False,209627,False,3982
79149910,1374,False,9636,False,3691
23111522,2667,True,1442662,True,1644
15167749,2964,False,1784926,True,3526
30586689,2340,False,107296,False,3124
142843186,656,False,8560,False,3966
102450292,1119,False,3650,False,607
70020867,1507,False,30307,False,2028
131769035,794,True,10656,False,2271
113256516,997,True,13222,False,2375
112715912,1002,False,12341,False,4271
32124110,1882,False,35046,False,1712
17343667,2901,False,96801,False,640
114541276,983,False,22519,False,393
38063549,2143,True,18531,False,360
35768443,2237,False,106529,False,2542
30960111,2324,True,110174,False,1345
132585694,732,False,876,False,2853
42280347,2009,False,22199,False,763
52021178,1784,False,53574,False,1044
27657188,2449,False,66660,False,529
40592297,2057,False,16948,False,1209
59685535,1626,True,23635,False,1369
48326673,1869,False,354064,True,1089
49208615,1831,False,2125,False,2961
30729551,2321,False,324442,False,877
31091167,2319,True,12586,False,1334
38996473,2103,False,725,False,1352
50946869,1805,False,21959,False,443
141798034,669,True,2477,False,2645
67717536,1523,True,3680,False,1295
149717816,569,False,4834,False,445
103740057,1103,False,197932,False,2506
43347918,1971,False,5845,False,2146
11921530,3101,False,139002,False,1818
96995007,1171,False,3723,False,910
109638395,1028,True,8921,False,2555
119432260,931,True,27899,False,582
113389715,996,False,9912,False,2246
25435212,2556,False,6409,False,3838
96357102,1182,True,58349,False,1474
50165464,1815,False,10541,False,3361
99923442,1147,False,1517,False,2949
49131960,1851,False,11360,False,2389
45657213,1925,False,177433,True,1672
51388379,1772,True,662,False,4259
103469546,1099,True,7739,False,2420
27653152,2451,False,5235,False,2705
