id1,id2
3475,2849
3475,3106
3475,808
3475,4555
3475,3563
3475,1527
3475,3327
402,4066
402,3908
402,2820
402,4903
402,715
402,5112
817,3563
817,4855
5057,4481
5057,3975
5057,2408
5057,2539
5057,4236
5057,3372
5057,4303
5057,4658
5057,3829
5057,5078
5057,313
5057,4410
777,3609
777,5122
777,4650
777,5093
777,4862
2930,169
2930,5067
2930,3700
2930,2238
2890,4544
2890,2371
2890,5123
2890,1481
2890,1039
2890,3668
2890,1654
2890,1883
2890,4796
2890,2173
2890,3644
4664,1316
4664,4965
4664,5194
4664,2219
4664,3630
4664,3603
4664,3253
4664,3413
4664,4989
4664,4862
2972,5074
2972,2958
3691,4419
3691,5125
3691,3909
3691,4903
3691,4346
3691,5196
3691,4365
3691,3852
3691,4847
3691,3730
3691,3891
3691,4434
3691,4730
3691,4758
3691,792
3691,4598
3691,5050
3691,5115
3691,4088
3691,5112
3691,4471
3310,5121
3310,514
3310,3078
3310,5126
3310,4616
3310,1548
3310,4621
3310,5132
3310,4625
3310,4627
3310,2068
3310,4629
3310,5142
3310,4120
3310,5145
3310,5146
3310,2040
3310,5148
3310,4638
3310,5150
3310,4640
3310,4128
3310,4129
3310,5160
3310,2089
3310,3115
3310,5164
3310,5165
3310,5169
3310,5174
3310,2103
3310,4665
3310,4158
3310,1087
3310,4160
3310,5186
3310,5189
3310,3142
3310,3143
3310,5192
3310,5193
3310,5196
3310,5197
3310,1618
3310,1106
3310,4698
3310,613
3310,1638
3310,4713
3310,4207
3310,4208
3310,4721
3310,3699
3310,2677
3310,4727
3310,1655
3310,4217
3310,633
3310,4219
3310,3199
3310,3713
3310,4743
3310,4232
3310,3210
3310,4251
3310,2717
3310,4767
3310,3744
3310,4775
3310,4783
3310,3761
3310,4786
3310,4275
3310,3764
3310,3765
3310,4284
3310,3777
3310,4801
3310,4809
3310,4303
3310,1235
3310,4822
3310,4823
3310,4825
3310,4829
3310,3807
3310,4321
3310,4322
3310,737
3310,4839
3310,3820
3310,4847
3310,2805
3310,1270
3310,2809
3310,4346
3310,2811
3310,4347
3310,2304
3310,2305
3310,4864
3310,4867
3310,4868
3310,4869
3310,1291
3310,3852
3310,4365
3310,782
3310,4879
3310,4369
3310,4883
3310,3861
3310,4891
3310,3869
3310,3876
3310,3365
3310,2853
3310,4903
3310,4904
3310,2349
3310,4912
3310,3889
3310,4913
3310,4406
3310,4408
3310,2872
3310,3899
3310,4928
3310,1346
3310,4419
3310,3396
3310,3908
3310,4428
3310,4943
3310,2389
3310,4439
3310,4961
3310,4450
3310,2404
3310,4966
3310,3948
3310,4465
3310,3443
3310,2420
3310,4981
3310,380
3310,3462
3310,2955
3310,3980
3310,5007
3310,5010
3310,5014
3310,1950
3310,5023
3310,4002
3310,5027
3310,3494
3310,5033
3310,3501
3310,3502
3310,4016
3310,4528
3310,4530
3310,5043
3310,5044
3310,4024
3310,4544
3310,3521
3310,5063
3310,5064
3310,3022
3310,5071
3310,1486
3310,3031
3310,4567
3310,4571
3310,4574
3310,2016
3310,5095
3310,4587
3310,5102
3310,2031
3310,4595
3310,5112
3310,3066
3310,5117
3310,4094
912,5121
912,514
912,5126
912,1548
912,4621
912,5132
912,4625
912,4627
912,2068
912,4629
912,5142
912,4120
912,5145
912,5146
912,2040
912,5148
912,4640
912,4129
912,5160
912,5164
912,5165
912,5169
912,2103
912,4665
912,4160
912,5186
912,5189
912,3142
912,5193
912,5196
912,1618
912,1106
912,4088
912,4698
912,613
912,1638
912,4713
912,4207
912,4208
912,4721
912,3699
912,4727
912,1655
912,4217
912,633
912,4730
912,4219
912,3199
912,3713
912,4232
912,3210
912,4758
912,4251
912,4767
912,3232
912,4783
912,3761
912,4786
912,4275
912,695
912,4796
912,4284
912,4801
912,4809
912,4303
912,4822
912,4825
912,4829
912,3807
912,4321
912,4322
912,737
912,4839
912,4329
912,3820
912,4847
912,2805
912,1270
912,4346
912,2811
912,4347
912,2304
912,2305
912,4864
912,4867
912,4868
912,1291
912,3852
912,4365
912,782
912,4879
912,4369
912,3861
912,4382
912,3876
912,3365
912,4903
912,4904
912,2349
912,4912
912,3889
912,4913
912,4406
912,4408
912,2872
912,4922
912,3899
912,1346
912,4931
912,3908
912,3396
912,4419
912,4428
912,4943
912,2389
912,4449
912,4961
912,3938
912,2920
912,3434
912,3948
912,3443
912,2420
912,4981
912,4471
912,3462
912,2955
912,3980
912,5010
912,5014
912,1950
912,5023
912,4002
912,5027
912,3494
912,5033
912,3501
912,5039
912,4016
912,4528
912,4530
912,5043
912,5044
912,5050
912,4542
912,5055
912,4544
912,3521
912,5063
912,5064
912,3022
912,5071
912,1486
912,4052
912,3031
912,4567
912,4571
912,4574
912,2016
912,5095
912,4585
912,5102
912,2031
912,4595
912,4598
912,3063
912,5112
912,3066
912,3580
912,5117
912,4094
4655,4799
2523,5121
2523,514
2523,5126
2523,1548
2523,4621
2523,5132
2523,4625
2523,4627
2523,2068
2523,4629
2523,5142
2523,4120
2523,5145
2523,5146
2523,2040
2523,5148
2523,4640
2523,4129
2523,5160
2523,5164
2523,5165
2523,5169
2523,5174
2523,2103
2523,4665
2523,4160
2523,5185
2523,5186
2523,64
2523,5189
2523,3142
2523,5193
2523,5196
2523,1618
2523,1106
2523,4698
2523,613
2523,1638
2523,4713
2523,4207
2523,4208
2523,4721
2523,3699
2523,4727
2523,1655
2523,4217
2523,633
2523,4219
2523,3199
2523,3713
2523,3206
2523,4232
2523,3210
2523,4251
2523,4767
2523,4775
2523,4783
2523,3761
2523,4786
2523,4275
2523,4796
2523,4284
2523,3264
2523,4801
2523,4809
2523,4303
2523,4822
2523,4825
2523,4829
2523,4319
2523,3807
2523,4321
2523,4322
2523,737
2523,4839
2523,3820
2523,4846
2523,4847
2523,4848
2523,2805
2523,1270
2523,4346
2523,4347
2523,2811
2523,2304
2523,2305
2523,4864
2523,4867
2523,4868
2523,1291
2523,4365
2523,782
2523,3343
2523,4879
2523,4369
2523,3861
2523,3876
2523,3365
2523,4903
2523,4904
2523,2344
2523,2349
2523,4912
2523,3889
2523,4913
2523,4917
2523,4406
2523,4408
2523,2872
2523,3899
2523,1346
2523,4419
2523,3908
2523,3396
2523,2884
2523,3403
2523,4428
2523,4943
2523,2389
2523,4961
2523,3948
2523,3443
2523,2420
2523,4981
2523,4475
2523,3462
2523,2955
2523,3980
2523,5007
2523,5010
2523,5014
2523,1950
2523,5023
2523,4002
2523,5027
2523,930
2523,3494
2523,5033
2523,3501
2523,4016
2523,4528
2523,4530
2523,5044
2523,4543
2523,4544
2523,3521
2523,450
2523,4551
2523,5064
2523,5063
2523,3022
2523,5071
2523,1486
2523,3031
2523,4567
2523,4571
2523,4574
2523,2016
2523,5095
2523,5102
2523,2031
2523,4595
2523,5112
2523,3066
2523,5117
2523,4094
2523,3071
4716,323
2119,4295
2119,4906
2119,587
2119,2954
2119,4365
2119,4398
2119,2864
2119,5105
2021,3874
2021,1187
2021,5030
2021,4391
2021,3687
2021,4555
2021,3659
2021,4236
2021,5099
2021,4084
2021,4757
2021,5016
2021,573
4721,5121
4721,514
4721,5126
4721,4616
4721,1548
4721,4621
4721,5132
4721,4625
4721,4627
4721,2068
4721,4629
4721,5142
4721,4120
4721,5145
4721,5146
4721,2040
4721,5148
4721,4640
4721,4129
4721,5160
4721,5164
4721,5165
4721,4142
4721,5169
4721,5174
4721,2103
4721,4665
4721,4160
4721,5186
4721,5189
4721,3142
4721,3143
4721,5193
4721,5196
4721,1618
4721,1106
4721,3668
4721,3671
4721,4698
4721,613
4721,1638
4721,4713
4721,4207
4721,4208
4721,3699
4721,4727
4721,1655
4721,4217
4721,633
4721,4219
4721,3196
4721,3199
4721,3713
4721,4232
4721,3210
4721,4758
4721,4251
4721,2717
4721,4767
4721,4260
4721,4783
4721,3761
4721,4786
4721,4275
4721,4796
4721,4284
4721,4801
4721,4809
4721,4303
4721,4822
4721,4825
4721,4829
4721,3807
4721,4320
4721,4321
4721,4322
4721,4835
4721,737
4721,4839
4721,4329
4721,3820
4721,4847
4721,2805
4721,1270
4721,4346
4721,2811
4721,4347
4721,2304
4721,2305
4721,4864
4721,4867
4721,4868
4721,1291
4721,4365
4721,782
4721,4879
4721,4369
4721,3861
4721,3876
4721,3365
4721,4903
4721,4904
4721,2349
4721,4912
4721,3889
4721,4913
4721,2352
4721,4406
4721,4408
4721,2872
4721,3899
4721,1346
4721,4419
4721,3908
4721,3396
4721,3397
4721,4935
4721,2371
4721,3403
4721,4428
4721,4943
4721,4431
4721,2389
4721,4961
4721,4450
4721,4966
4721,3948
4721,3443
4721,2420
4721,4981
4721,3462
4721,5002
4721,2955
4721,3980
4721,5007
4721,5010
4721,5014
4721,920
4721,1950
4721,5023
4721,4002
4721,5027
4721,3494
4721,5033
4721,3501
4721,4016
4721,4528
4721,4530
4721,5043
4721,5044
4721,5055
4721,4544
4721,3521
4721,2500
4721,5063
4721,5064
