id,days,mature,views,partner,new_id
68458707,1522,False,4405,False,3558
133928858,768,False,164810,True,3372
46892468,1895,False,4953,False,818
128745923,828,True,12262,False,236
84422595,1317,False,4937,False,2255
53625989,1756,False,2802,False,663
115075667,978,True,199491,True,1444
124660888,875,False,208895,True,1784
116156098,957,False,341,False,961
67159400,1541,False,28421,False,785
43162226,1987,False,1201330,True,4331
32121168,2281,False,11279,False,1621
75126698,1387,True,1118,False,3534
36443094,2207,False,981,False,2837
55584473,1720,False,1006,False,4123
116726798,958,True,14332,False,1176
60755047,1643,False,11170,False,1757
37329963,2172,True,10783,False,4041
175578944,380,False,4312,False,4521
77613957,1354,False,310,False,1630
56530414,1705,True,3648,False,524
69551129,1513,True,1330,False,601
105370588,1081,True,36712,False,3310
42070664,2017,False,15635,False,3945
83646298,1326,True,30676,False,3339
116017108,967,False,7393,False,1110
107843595,1050,False,2032,False,2295
47254351,1892,False,29939,False,1598
49566640,1838,False,2424,False,2814
173882251,395,True,3860,False,3946
43627108,1962,False,1303,False,2627
114882628,980,True,1192,False,3474
139545213,693,True,5040,False,1470
55695161,1705,False,9355,False,3320
73807989,1447,False,4194,False,3505
61909660,1624,True,884824,True,1486
207529686,157,False,199,False,972
150370276,578,True,260,False,3409
26150605,2523,True,3540,False,967
24853919,2582,False,86831,False,4257
52292027,1779,False,66657,True,3775
145104202,617,False,214,False,4205
32682246,2256,True,2739,False,2433
95338797,1195,True,8698,False,1006
39137930,2097,True,24639,False,2177
82879659,1243,False,116,False,687
73819286,1447,True,4817,False,672
62009877,1624,False,154144,True,4133
30089488,2359,True,6272,False,137
100541395,1144,True,814267,True,562
134069766,766,False,1172537,False,4607
174800098,388,True,3526,False,4074
54837186,1735,False,2299,False,4407
168765978,426,False,1390,False,1413
38088857,2142,False,32623,False,2369
41435542,1944,False,730,False,212
70006067,1499,False,496,False,4264
54739742,1730,False,1329,False,2675
48689396,1858,False,375,False,2423
76825139,1394,False,6243,False,310
29877612,2365,False,6416,False,3897
54743079,1736,False,21379,False,1742
60858701,1642,False,1541,False,174
118999322,926,True,2147,False,1273
163004958,462,False,1257,False,295
173617839,392,False,2503,False,3564
77934246,1131,False,7749,False,3410
189272291,278,True,378,False,3697
31220977,2315,True,1143947,True,724
36118068,2197,False,2889,False,4350
115729749,953,False,842,False,779
133655079,771,False,1117,False,1423
