id,name,new_id
412274025491793,Social Club Misfits,22772
1412907225704994,DAMN DICE,48234
548361458626608,Evokings,30830
152262826949,Comatose Music,8796
16318527262,Silent Descent,23729
211425928875252,Jonwayne,25881
141230392589212,Joey Massa,43364
364626167019801,Steel Blossoms,30216
385468984866439,Voxxclub,5227
5679093986,War Of Ages,2356
1442433579309923,Radclyffe Hall,33647
119467258083114,Colin Hay,23733
296401342246,Single Parents,38833
188435686327,Isaac Byrd Jr.,8245
244170415610097,Omega Crosby,27014
108711237532,YTCracker,46317
160886347425931,Ingo Naujoks,10065
47153231553,I Fight Dragons,29974
111351378883884,郭雪芙 Puff,5093
9520450966,Arctic Monkeys,13551
7497871265,Brian Jackson,10751
106798656962,Raquel Cole,4363
536493969794758,Marta Carvalho,9895
1503571983192676,OG3NE,22879
662482270467129,Venkatesh Daggubati,17211
220420087986977,Township Rebellion,43321
1633699080244211,Laser The Band,25784
275010929186645,Dianna Agron,1160
257927747554702,Recondite,32247
136579786415875,Luncai Emas Sdn Bhd,27591
113043258723610,김하늘,45202
55264418662,Parallels,2607
160786420629384,Ransom,12260
175062022566030,Gerrit Klein,29325
925445677494950,Ivonne Coll,4573
254926181235752,Elize Ryd,50130
308930540379,ONNO,49204
221102044574755,BoonDock Kingz,36046
1412550665653772,Roland Kaiser,32302
109312112439370,Jann Arden,42211
303506951953,Brian Keith Wallen,13698
373402902777706,余晉,19872
690214567705291,Jorge Villamizar,11798
135684966554949,Oon Shu An,40294
159794107370096,Bernard Lavilliers,44901
77882174603,Activa,41825
52532667888,The Decline,22056
115918698441434,BARE,40813
483246835153740,Clay,17889
246905332071867,Raffaele Rizzi,23264
143294195713244,Alexander Fung 馮翰銘,6597
130737598011,Bobi Wine,35473
417723534960269,劉致妤 Shadow Liu,9873
95812016167,DJPreacher,33333
291687427518317,Aaron Groen,16764
357708837646769,Kat Dahlia,35823
175513022548569,Anya Singer,19389
10400148698,DJ Steve Lawler,41853
292666134181604,Deelo,35892
89233602466,DJ Ravine,7426
