id,days,mature,views,partner,new_id
31012921,2322,True,6456,False,2093
38003161,2143,False,66068,False,158
47055481,1896,True,14486,False,218
29656273,2377,False,32167,False,402
53447407,1759,True,16465,False,908
86119039,1298,False,14580,False,1612
49331436,1841,False,2075,False,2491
43534218,1977,False,12612,False,619
22237972,2711,True,7153,False,1610
53974705,1747,True,14512,False,1978
35952450,2229,False,362165,False,2023
56985361,1694,True,1279,False,588
107086433,1062,False,2191,False,211
43940178,1966,False,2359,False,2187
55505475,1695,True,2739,False,1592
83454816,1327,True,3140,False,954
11522178,3116,True,100257,False,270
47901612,1878,True,134549,False,981
28420083,2345,False,19226,False,656
73106836,1440,True,8676,False,463
39702531,2085,False,2068150,False,1383
49821936,1831,False,21646,False,2153
86333064,1297,False,7591,False,1967
42298436,2011,False,3239246,True,1029
40785835,2051,False,700,False,2143
33712823,2250,False,165588,False,24
6516548,3426,False,96226,False,1309
56250264,1709,True,11256,False,1336
27053430,2481,False,32631,False,1144
37016914,2184,True,2231697,True,1864
28495083,2418,True,4055,False,1149
43177431,1987,False,177293299,True,1907
112527761,991,False,422,False,796
44902350,1942,True,26982,False,641
118402055,945,False,559779,False,678
100896181,1140,False,6056129,True,1166
22612118,2696,False,1769558,True,714
32279128,2274,False,64573,False,851
39274637,2093,False,8932,False,712
28757820,2378,False,1362,False,1306
23394220,2650,True,31982,False,1194
50427235,1812,True,24712,False,1869
39963783,2073,True,52149,False,1057
48533885,1864,True,908337,True,1518
37336870,2157,False,5393,False,2017
83324107,1329,False,28308,False,2345
96726102,1179,True,896534,True,1038
96027370,1187,False,849685,True,131
36901771,2186,True,16906,False,1702
43511189,1978,False,819,False,1520
23059331,2670,False,332126,False,2379
29696078,2370,True,60231,False,26
59907181,1657,True,656945,True,2443
127365272,843,False,1867364,True,1438
27917388,2444,True,2517,False,2434
135834820,741,False,1897,False,1077
65559129,1557,True,3744,False,2275
86068841,1298,True,23604,False,1961
46701630,1903,False,8000397,True,2430
40448046,2062,True,5593,False,1397
25087574,2573,False,59489,False,1224
41524781,2017,True,18645,False,2602
31042181,2319,True,3225,False,870
53445431,1750,False,24145,False,286
30542595,2341,True,140188,False,916
39506441,2083,False,1899,False,1565
29208910,2394,False,27484,False,1500
46512215,1907,True,485848,False,2104
72088805,1474,False,1665,False,2487
30353440,2349,False,13816,False,674
49671386,1834,True,4677,False,1087
31647565,2299,False,183450,False,600
29518572,2382,True,66233585,True,2327
129440913,821,True,388532,True,2459
148717991,594,True,4849,False,138
31758590,2235,False,3245,False,2157
49813815,1833,False,1400,False,2176
73632870,1444,True,9216,False,1042
55223528,1728,True,2742,False,408
103857786,1070,False,21301,False,2627
12833833,3058,False,172173,False,1756
51907332,1754,True,1388,False,917
137331378,723,False,4554,False,241
70157232,1505,True,3370,False,320
29207906,2373,False,4212,False,1134
49340632,1830,True,12741,False,422
36186604,2218,True,3544447,True,2383
18250398,2864,True,11759,False,2299
26437009,2510,False,105751,False,462
48501277,1855,False,1436,False,1576
31833736,2292,False,37671,False,2638
24543729,2595,False,969,False,168
42064907,2016,True,18529,False,2421
75888414,1411,False,3267,False,2013
66952413,1534,False,3404,False,1112
102614295,1117,False,10645,False,424
31334524,2310,False,71414,False,39
78188734,1379,False,2873,False,1451
48855775,1857,False,4057,False,2320
40433107,2062,False,1888,False,1905
19996824,2811,False,4398,False,52
47105613,1882,True,5973,False,524
63450610,1595,True,163170,False,1185
37787380,2152,False,14125,False,1999
35800200,2235,True,48044,False,2344
65739110,1549,False,1867,False,2192
37321204,2172,False,833,False,2247
59556970,1650,False,2614,False,2287
9197805,3247,True,2703,False,2152
38087903,2140,True,5600,False,1090
134709747,757,False,9562,False,169
28990867,2374,False,11137,False,2548
29220943,2393,False,18261,False,27
111358997,1013,True,30117,False,1751
29797286,2366,False,12296,False,978
31878527,2290,True,7602,False,1147
39405856,2080,False,9733,False,759
46641779,1904,False,133042,False,1608
26163687,2370,False,7428,False,2243
70938065,1493,False,95758,False,1176
160304419,484,True,10169,False,1107
8444344,3303,False,100127,False,2227
31209534,2304,False,1393,False,2094
147348711,610,False,44959,False,2488
27160996,2265,False,266,False,1528
60172180,1652,False,86275,False,622
87587203,1280,False,8021,False,2206
39402465,2094,True,20569,False,2410
110897003,1018,False,3155,False,608
68293037,1528,True,3611,False,827
23925840,2614,True,15014,False,1767
216062251,169,False,1084,False,2173
18525937,2864,True,20171,False,1275
32977742,2252,False,12380,False,2476
39054353,2106,False,90902,False,1011
32879824,2230,False,2182,False,2486
30391557,2345,False,4244,False,2504
36424739,2209,False,1895,False,869
22377463,2700,True,43840,False,1741
53848114,1700,False,7971,False,681
45952591,1918,True,30450,False,1910
18789814,2846,False,686,False,1894
43255728,1973,False,2697,False,574
45734390,1923,True,475563,True,2248
23528208,2643,False,48604,False,1603
14688831,2980,True,67607,False,197
97409563,1138,True,519,False,2256
73624849,1449,True,165404,False,1102
35643089,2202,False,769,False,2662
43462879,1979,False,212091,False,1462
30221746,2354,True,21556,False,469
95146278,1197,False,316589,True,1488
37905395,2149,False,3170,False,334
59488884,1664,True,92915,False,2282
29023872,2388,False,30812,False,2633
7557200,3346,False,37425,False,1408
75427627,1422,False,3504,False,2326
12451650,3077,False,19014,False,2703
24109329,2613,True,38715,False,533
68790870,1519,True,6627,False,849
26086778,2512,True,25352,False,1146
52418894,1777,False,1104815,True,2185
32997656,2252,True,184912,False,101
23508450,2644,False,28768,False,292
122240943,905,False,14055,False,2743
